"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CTD-2306A12.1",0.57680825947778,-3.16949446156272,6.97154431703075,0.238272046216698,0.625456928941882,1
"CTD-2308B18.3",0.374846578631383,2.21025016601751,6.99334656890162,0.146902356757259,0.701513328955295,1
"CTD-2308G16.1",0.383413488465774,-0.749635672629074,6.89378209829595,0.00732460749057751,0.931797180940123,1
"CTD-2308N23.2",1.58399972966536,0.857652480225029,5.82775670663106,0.0135507781892201,0.907329346126725,1
"CTD-2308N23.4",0.188334319893814,1.21596518246691,7.06687765793473,0.0683178791666732,0.793801876072498,1
"CTD-2311M21.4",1.54467335011471,-2.63434641116925,4.46437755072668,0.528849907018021,0.467090784128763,1
"CTD-2311M21.6",1.14917232150652,-1.64217175749906,4.71538630139442,0.0767264603744131,0.781783626142902,1
"CTD-2313J17.1",0.736737735909958,1.13586496029578,6.33849219683695,0.0199562826956772,0.887659249254056,1
"CTD-2313J17.5",2.49610751884939,2.05991435711333,3.01198342289273,0.690662954852112,0.405938976709739,1
"CTD-2313J17.6",1.25104474479476,-0.275812241402526,4.33470465605064,0.00404567163345604,0.949284277112446,1
"CTD-2313J23.1",0.088553163469555,-1.78187300169273,7.05480836661425,0.112260395635477,0.737585238124722,1
"CTD-2315M5.2",0.391022024608927,1.68512953971168,6.94270344750858,0.035999473967852,0.849516578679206,1
"CTD-2320G14.2",4.48784005870507,-0.779418997803626,2.58919020850283,0.0908488057489194,0.763100835610475,1
"CTD-2325P2.3",5.62034960068836,1.91971874004369,2.7043218557932,0.713918272729863,0.398146101130644,1
"CTD-2325P2.4",0.0729433443769288,1.20580302725018,7.0662493550619,0.0670585648830739,0.795668660838327,1
"CTD-2325P2.5",3.81657769481393,-1.87519418340291,2.75556952411632,0.473084622954651,0.491571510008012,1
"CTD-2325P2.6",4.38246631779111,0.303982484481746,3.08625198526059,0.00558171179685374,0.940444771081235,1
"CTD-2326C4.1",0.237113723131327,0.660695628013061,6.98069069553676,0.00529513235038337,0.941991006241919,1
"CTD-2329C7.2",0.916507841801817,-3.52683303745487,6.08816587431744,0.458976626344157,0.498102636923646,1
"CTD-2329K10.1",1.1148034825599,0.442246155566734,4.73188691838813,0.00551525558746491,0.940799711609201,1
"CTD-2330J20.2",0.804974424322845,-0.900494137314599,6.28158247939832,0.0129303238736682,0.909466430995138,1
"CTD-2330K9.3",0.947241912314518,-0.756642975949986,5.89825193048865,0.0102575143706822,0.919328678289923,1
"CTD-2331D11.3",0.302468861139372,3.23792521696707,6.95528404307471,0.245511146768974,0.620253704672738,1
"CTD-2331H12.7",2.50595917517882,2.02544610651618,3.15384973275982,0.407953654025,0.523009981287228,1
"CTD-2333K2.1",0.145886688753858,2.18970695948749,6.99443710655929,0.145131418153722,0.703232056622583,1
"CTD-2334D19.1",0.669432651942278,-2.81882644517509,6.56444005147291,0.117114155829388,0.732185744711232,1
"CTD-2335A18.2",0.374846578631383,2.21025016601751,6.99334656890162,0.146902356757259,0.701513328955295,1
"CTD-2335I23.3",1.70993412764103,-0.000724383564463144,3.98636865511044,-1.62388964497495e-08,1,1
"CTD-2337A12.1",1.77115951372648,2.1803777886488,3.82028509850362,0.514261983814663,0.473299673506915,1
"CTD-2337I7.1",0.145886688753858,2.18970695948749,6.99443710655929,0.145131418153722,0.703232056622583,1
"CTD-2339F6.1",0.937116446578457,3.53193206154594,6.9484727942942,0.276809854613868,0.598799815334901,1
"CTD-2339L15.3",0.964699449153879,0.515607690957031,5.00890353247503,0.00669433908562667,0.934790693933625,1
"CTD-2340D6.1",0.218830033130786,2.77386255152497,6.96921915897434,0.198910056236731,0.655602059266226,1
"CTD-2340D6.2",0.0729433443769288,1.20580302725018,7.0662493550619,0.0670585648830739,0.795668660838327,1
"CTD-2345M20.3",1.12818385820664,3.79945931651687,6.2248325688103,0.377946585702309,0.538704242785898,1
"CTD-2349B8.2",0.088553163469555,-1.78187300169273,7.05480836661425,0.112260395635477,0.737585238124722,1
"CTD-2349P21.11",1.13873915837876,2.3351191287412,5.40865662430796,0.118332362624017,0.730850262099427,1
"CTD-2349P21.12",0.760343791974474,-6.27188713536768,6.33634484668482,1.33855475250423,0.247289001388354,1
"CTD-2349P21.5",5.79692571267424,0.402796092297778,2.75523905129344,0.0114991993223512,0.914603089209227,1
"CTD-2349P21.6",3.59785131048673,0.68354446902457,3.16398806501496,0.0270834262577822,0.869282107676892,1
"CTD-2349P21.7",1.18241941489527,2.02191254982451,5.31003739929389,0.0919555421258273,0.761705655183915,1
"CTD-2350C19.2",0.697756510214462,-2.71139189399397,6.6693401040646,0.258916050955214,0.610865822044285,1
"CTD-2357A8.2",0.762920480647072,-0.194411952630319,4.98653949267284,-0.0135281430817606,1,1
"CTD-2366F13.2",0.781990069818364,-1.47868448241679,6.46683721363525,0.117193798628108,0.732098198288612,1
"CTD-2366F13.3",0.075617215284843,1.23199169963035,7.06493714181433,0.0693261276788197,0.792320475380594,1
"CTD-2368P22.2",0.384538839651854,-2.58733039230678,6.99780216061958,0.180762055271494,0.670719158626939,1
"CTD-2369P2.5",0.376935349486283,-2.17037816391262,6.95689877392806,0.0619637570685789,0.803418639026202,1
"CTD-2369P2.8",1.6153600404416,2.06230338801324,3.91943991159832,0.452523959691526,0.501138796783524,1
"CTD-2371O3.2",1.79159829072095,4.88894007325116,3.84183333135,1.85612399401063,0.173072814245865,1
"CTD-2373H9.3",0.378065746649945,-0.796847213121806,6.89625113687653,0.00827645946556999,0.927512417166447,1
"CTD-2373H9.5",0.328340757508796,-0.344082944104458,6.91062757901507,0.00154007325045136,0.968696039453135,1
"CTD-2373J6.1",1.37841690388673,-4.44270552275785,4.07710347973304,1.43468374408796,0.231001567358152,1
"CTD-2373J6.2",5.46412921922441,1.28225588566697,2.20469429569659,0.335989940010158,0.562153101151728,1
"CTD-2373N4.5",0.35421265387822,-3.81616860341949,6.95250113579319,0.308044248834333,0.578882799320305,1
"CTD-2376I4.1",2.93115056232799,-1.10083594193561,2.41639878353527,0.207230577816247,0.648946762574526,1
"CTD-2380F24.1",1.69045372615371,4.38293949255106,5.28362740119462,0.631508192966661,0.426802637974004,1
"CTD-2381F24.2",0.088553163469555,-1.78187300169273,7.05480836661425,0.112260395635477,0.737585238124722,1
"CTD-2382E5.2",0.145886688753858,2.18970695948749,6.99443710655929,0.145131418153722,0.703232056622583,1
"CTD-2382E5.6",1.72710593217038,-5.88049023962841,5.06331664521569,1.50362898553037,0.220113826450595,1
"CTD-2384B11.2",0.0718129472132664,-1.62903736391168,7.06181899735966,0.0931199228914492,0.760247668236692,1
"CTD-2385L22.2",1.1599369157892,-2.53192540599609,5.35511825271119,0.14272125918615,0.705590560559143,1
"CTD-2396E7.11",1.32779646256299,-2.9660470086551,4.1795852669874,0.708867285391559,0.399820102327738,1
"CTD-2410N18.4",1.33608572564325,-0.0821302929056214,4.55302921498931,0.000202708874674329,0.988640433181355,1
"CTD-2501E16.2",0.239787594039241,0.684142745315975,6.97948932539434,0.00569039313644026,0.939868855607349,1
