"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"IFNL4P1",0.143625894426533,-2.53543301574076,7.00091407283993,0.175947544972852,0.674879238823418,1
"IGBP1P1",3.61481735393743,0.823874406032112,2.8947987646627,0.0759524484419174,0.782859367246036,1
"IGBP1P4",0.481098332048464,-4.26391193523317,6.94342235870517,0.360223227127854,0.54838228701114,1
"IGF2",4.08892163777728,0.762399296731338,2.89119282153326,-0.0722181896878205,1,1
"IGFALS",5.12247564045192,4.08072604762764,2.61726911359403,2.69733536351912,0.10051611339654,1
"IGFL1P1",0.088553163469555,-1.78187300169273,7.05480836661425,0.112260395635477,0.737585238124722,1
"IGFL3",1.24711853738636,-3.90866970107752,4.81589576458053,0.83604483158755,0.360530406523557,1
"IGFN1",2.2619519186659,-0.87402042037816,3.49312742059493,0.158172475766463,0.690844677390825,1
"IGHEP2",0.656627535618102,-5.63089230848906,6.61905529001811,1.06039809750381,0.303124405717713,1
"IGKV1OR2-108",0.151234430569686,2.23691836443593,6.9920026885032,0.149202593241247,0.699298556292606,1
"IGKV3OR2-268",0.0729433443769288,1.20580302725018,7.0662493550619,0.0670585648830739,0.795668660838327,1
"IGLCOR22-2",0.0729433443769288,1.20580302725018,7.0662493550619,0.0670585648830739,0.795668660838327,1
"IGLL1",0.221503904038701,2.79025161539589,6.96864743558286,0.200481720704476,0.654332295612612,1
"IGLL4P",0.0729433443769288,1.20580302725018,7.0662493550619,0.0670585648830739,0.795668660838327,1
"IGLV1-50",0.144756291590195,-0.194088936075028,7.06088333648499,-1.5769352589956e-05,1,1
"IGLV1-51",0.164170378754398,-0.320734284725941,7.05255363380751,0.00199495610641165,0.964374386391802,1
"IGLV5-52",0.53131898081733,-4.40322359481224,6.94112373216068,0.376936373250706,0.539247415218791,1
"IGLV6-57",2.53289736153201,-0.862968898720775,4.23575731479931,0.0260663474279994,0.871738391477842,1
"IGLV7-46",0.188334319893814,1.21596518246691,7.06687765793473,0.0683178791666732,0.793801876072498,1
"IGLVIVOR22-2",0.689666287902453,-0.529357446116196,5.53864372756731,0.00575674714900032,0.93951995419674,1
"IGSF23",0.587764099667596,2.60990439266274,6.90623687832592,0.0947958542471348,0.758166526912287,1
"IGSF5",2.75432037064426,3.37217126237223,3.50389150219379,1.16097098779657,0.281264257116932,1
"IGSF6",3.12387753312217,-0.129472308995565,3.28675033621154,0.000894503013782355,0.976140231635812,1
"IHH",4.26825976565192,0.728032491670729,2.716156789188,0.0721087980065604,0.788290759487818,1
"IHO1",1.09252841885794,0.277560904572841,4.31389252816378,0.0295041329265899,0.863620182242147,1
"IKBKGP1",2.78333978812383,0.202287802325293,3.02363756327856,0.00450791312119492,0.946469458740802,1
"IKZF1",4.21484350702587,3.62500438677171,2.43703936530812,2.49623369405133,0.114118919601059,1
